epoch,cpu_mhz_avg,gpu_edge_c,acpi_c,gpu_mhz,gpu_power_w,bat_status,bat_pct,mem_avail_mb
1789941338,2419,72.0,72.0,1600,16.09,Not charging,79,10148
1789941343,2226,72.0,72.0,1600,15.16,Not charging,79,10134
1789941348,2424,73.0,72.0,1580,15.09,Not charging,79,10130
1789941353,1399,72.0,73.0,1575,14.13,Not charging,79,10153
1789941358,1399,72.0,72.0,1600,15.03,Not charging,79,10155
1789941363,2187,72.0,72.0,1600,15.02,Not charging,79,10173
1789941368,1859,73.0,72.0,1600,15.11,Not charging,79,10162
1789941374,1706,73.0,73.0,1526,14.11,Not charging,79,10162
1789941379,2424,71.0,73.0,1451,14.06,Not charging,79,10162
1789941384,1400,73.0,73.0,1600,15.10,Not charging,79,10168
1789941389,1921,73.0,73.0,1600,14.15,Not charging,79,10166
1789941394,1399,72.0,73.0,1600,14.17,Not charging,79,10150
1789941399,2424,73.0,73.0,1600,16.21,Not charging,79,10146
1789941404,1399,73.0,73.0,1600,14.05,Not charging,79,10141
1789941409,2328,72.0,73.0,1600,16.01,Not charging,79,10130
1789941414,2425,72.0,72.0,1600,16.21,Not charging,79,10142
1789941419,1475,72.0,72.0,1600,14.21,Not charging,79,10165
1789941424,2425,71.0,73.0,1538,14.23,Not charging,79,10143
1789941429,1865,73.0,73.0,1600,15.10,Not charging,79,10168
1789941434,2022,73.0,73.0,1600,15.10,Not charging,79,10146
1789941439,2309,70.0,72.0,1577,13.13,Not charging,79,10122
1789941444,2424,71.0,72.0,1508,15.10,Not charging,79,10120
1789941449,1934,72.0,72.0,1600,15.01,Not charging,79,10141
1789941454,2080,72.0,72.0,1600,14.19,Not charging,79,10153
1789941459,1399,73.0,72.0,1600,15.06,Not charging,79,10138
1789941464,2345,73.0,72.0,1600,15.12,Not charging,79,10132
1789941469,1947,72.0,72.0,1600,15.25,Not charging,79,10155
1789941474,2424,71.0,73.0,1479,13.21,Not charging,79,10133
1789941480,2424,72.0,72.0,1600,15.20,Not charging,79,10150
1789941485,2424,72.0,72.0,1600,14.07,Not charging,79,10170
1789941490,2424,72.0,72.0,1600,14.21,Not charging,79,10168
1789941495,2163,71.0,72.0,1600,14.14,Not charging,79,10152
1789941500,2343,71.0,71.0,1600,16.01,Not charging,79,10167
1789941505,2424,72.0,71.0,1600,15.15,Not charging,79,10161
1789941510,2026,71.0,72.0,1600,15.05,Not charging,79,10163
1789941515,2424,71.0,71.0,1600,16.03,Not charging,79,10149
1789941520,1952,70.0,71.0,1578,14.25,Not charging,79,10157
1789941525,2424,71.0,71.0,1600,16.25,Not charging,79,10156
1789941530,2007,72.0,72.0,1600,16.22,Not charging,79,10159
1789941535,2004,72.0,72.0,1600,13.23,Not charging,79,10164
1789941540,2345,70.0,72.0,1474,14.01,Not charging,79,10150
